id,from_node,to_node,from_status,to_status,r1,x1,c1,tan1,i_n
2001,0,1,1,1,0.10097627007854651,0.10430378732744841,3.248520058920361e-05,0.09886570885598647,500.0
2002,1,2,1,1,0.09847309598677811,0.10291788226133314,3.143365646479136e-05,0.10919853706043682,500.0
2003,2,3,1,1,0.10927325521002061,0.09766883037651557,3.368816789176017e-05,0.09503318641013533,500.0
2004,3,4,1,1,0.10136089122187866,0.10851193276585323,2.9100119348539453e-05,0.10035206988741187,500.0
2005,4,5,1,1,0.09040436794880652,0.10665239691095879,3.360178949310107e-05,0.10174029309153122,500.0
2006,5,6,1,1,0.10957236684465528,0.10598317128433449,3.158575862203914e-05,0.10643053796536701,500.0
2007,6,7,1,1,0.09236548851737868,0.10279842042655048,2.9560505128526075e-05,0.11725726172534387,500.0
2008,7,8,1,1,0.10043696643500144,0.09829323879981049,3.0332103092107303e-05,0.11069728467508538,500.0
2009,8,9,1,1,0.09912300664433099,0.10136867897737299,2.876750934130741e-05,0.11325234682484445,500.0
2010,9,10,1,1,0.10224191445444844,0.10233867993749515,3.4655976625704386e-05,0.09518846618849029,500.0
2011,0,11,1,1,0.09719015801147574,0.09874063907598685,3.308914788801855e-05,0.08773661115476122,500.0
2012,11,12,1,1,0.10333533430891335,0.1034127573923632,2.9987226737950534e-05,0.09827070811419576,500.0
2013,12,13,1,1,0.09630856701848368,0.09727421541885246,3.2277875138422764e-05,0.09740453353362234,500.0
2014,13,14,1,1,0.10976747676118453,0.09204089621496057,2.9977640485720888e-05,0.09898983896428652,500.0
2015,14,15,1,1,0.10306216650930798,0.09506583205079566,3.1616516337224486e-05,0.09553219298986622,500.0
2016,15,16,1,1,0.0931793916729104,0.0922075028232861,3.282621369497607e-05,0.08995125061099143,500.0
2017,16,17,1,1,0.09393164723360109,0.0973745034132193,3.387449498755234e-05,0.08639554829737,500.0
2018,17,18,1,1,0.10675889814997608,0.09192196815787927,3.486422377997115e-05,0.09072743500413269,500.0
2019,18,19,1,1,0.10953522176380676,0.10209691039490093,3.3354187872903066e-05,0.08663789716751794,500.0
2020,19,20,1,1,0.0956561392515282,0.09240393122426338,3.053317680789555e-05,0.09630093218168312,500.0
2021,0,21,1,1,0.09635966358787953,0.09828525989029341,2.9056265401776295e-05,0.11376652756125609,500.0
2022,21,22,1,1,0.10133202908413151,0.09530778981878892,3.197899032343866e-05,0.09145358664077957,500.0
2023,22,23,1,1,0.1015189299111236,0.10858592395152429,3.067596269647057e-05,0.10723952341358305,500.0
2024,23,24,1,1,0.09263595724808785,0.10432654408237133,3.0490306166679545e-05,0.09778229849633142,500.0
2025,24,25,1,1,0.10173025869620167,0.09040215092374987,3.3925085883608505e-05,0.08453267350531866,500.0
2026,25,26,1,1,0.10355633073592461,0.09540015946384331,3.3328280266638094e-05,0.10433593333954047,500.0
2027,26,27,1,1,0.09497506287039917,0.10152314668835674,3.241694575172458e-05,0.09961135383902814,500.0
2028,27,28,1,1,0.09446163265281238,0.10905498023033972,3.149437832409439e-05,0.1080710162628842,500.0
2029,28,29,1,1,0.1039895855063501,0.09594873901710269,3.382868758386341e-05,0.09214700873058704,500.0
2030,29,30,1,1,0.10762206394222325,0.10162545745271719,3.4261191410066e-05,0.09648433527374566,500.0
2031,0,31,1,1,0.10450508559639282,0.10002648763853406,3.473450721555985e-05,0.09427990008240739,500.0
2032,31,32,1,1,0.0984771009711636,0.10212786428255849,2.8770077451928098e-05,0.10624849626855647,500.0
2033,32,33,1,1,0.1032034707498537,0.09580155214420889,3.2582298173830123e-05,0.09630234158770218,500.0
2034,33,34,1,1,0.092709481284449,0.09596564651912062,3.2276399073622646e-05,0.10041238649409144,500.0
2035,34,35,1,1,0.10148650497699159,0.10306401639714269,3.279930810962747e-05,0.095716606927259,500.0
2036,35,36,1,1,0.10793093191702129,0.09735123740095794,3.142269205159732e-05,0.10923968618783675,500.0
2037,36,37,1,1,0.10612387978092173,0.10407777167080734,2.9285953938399845e-05,0.11780902869577865,500.0
2038,37,38,1,1,0.10428482599098224,0.10997694013135735,2.959930721346209e-05,0.11545726945689927,500.0
2039,38,39,1,1,0.0932498586935275,0.1023111912856769,2.943615224950285e-05,0.115662120263309,500.0
2040,39,40,1,1,0.10614637917450023,0.10138201477229188,3.1240099136460135e-05,0.09311180607494446,500.0
2041,0,41,1,1,0.10394857546289127,0.09907085365356139,3.324463847025667e-05,0.10276379145547435,500.0
2042,41,42,1,1,0.10951043010005773,0.10711606684785223,2.8722463932614673e-05,0.10771910572777955,500.0
2043,42,43,1,1,0.10459981124848117,0.09343259354522881,3.196491181290966e-05,0.09070513412931086,500.0
2044,43,44,1,1,0.09399993049792801,0.09037043588921229,3.37007262689419e-05,0.08923676705347806,500.0
2045,44,45,1,1,0.09690703361393806,0.10856162586931183,3.313233111859121e-05,0.08707682708464484,500.0
2046,45,46,1,1,0.09329388312995826,0.10242956802999528,3.232264108335361e-05,0.09331651586475154,500.0
2047,46,47,1,1,0.10868427995849589,0.10227931911931794,3.205783408788475e-05,0.10107786201760001,500.0
2048,47,48,1,1,0.10460244059033541,0.09623889990959206,3.118304377634101e-05,0.09615416881254962,500.0
2049,48,49,1,1,0.09372386011760674,0.10888744779967868,3.335601634452658e-05,0.0952459285886286,500.0
2050,49,50,1,1,0.09454829255946648,0.09508712963540787,2.901731486490184e-05,0.1082576800629222,500.0
2051,0,51,1,1,0.09623591763988205,0.10392686977630922,3.1052732655959305e-05,0.09593771540124953,500.0
2052,51,52,1,1,0.09049357456782664,0.09134499262926499,3.2973038484669543e-05,0.09564242491711882,500.0
2053,52,53,1,1,0.10073158422217446,0.10793342586080686,3.495258330912556e-05,0.08591267369084808,500.0
2054,53,54,1,1,0.10326156406200203,0.09526644753474302,2.8779358102331517e-05,0.11631905790687228,500.0
2055,54,55,1,1,0.09640034301644937,0.09766927788343797,3.239323282564566e-05,0.1047703658452424,500.0
2056,55,56,1,1,0.10257963687182299,0.1074530131089479,3.0389312435914112e-05,0.11098774862086629,500.0
2057,56,57,1,1,0.09371271888611905,0.1090558331394389,3.302457605673508e-05,0.0909015582469343,500.0
2058,57,58,1,1,0.1089474118097785,0.10461711613540317,3.0264532463576113e-05,0.09914534783381637,500.0
2059,58,59,1,1,0.10036401427861329,0.09051325436109064,2.9968685278545205e-05,0.10461427029443289,500.0
2060,59,60,1,1,0.09748339960668452,0.09927150848729623,3.0415328994581743e-05,0.10647090134392635,500.0
2061,0,61,1,1,0.10727711211846463,0.09235063711924067,3.194162745078311e-05,0.09232047264956403,500.0
2062,61,62,1,1,0.10433719362385188,0.09792119405614588,3.224747362501259e-05,0.09245587973600912,500.0
2063,62,63,1,1,0.09289695518686755,0.0997611256129791,3.0911790758751674e-05,0.11204418966208193,500.0
2064,63,64,1,1,0.10530650507613931,0.10497327239701096,3.440114830655262e-05,0.0848197659425157,500.0
2065,64,65,1,1,0.10104384939844813,0.10168952137911538,3.477176693996949e-05,0.08773715390780822,500.0
2066,65,66,1,1,0.09481657559830894,0.09200587884530997,2.8752484027047242e-05,0.12021729025108954,500.0
2067,66,67,1,1,0.10339833093181822,0.10570305824046276,3.04414393144829e-05,0.10637175360578695,500.0
2068,67,68,1,1,0.09127910532241963,0.09971255191869247,3.487081709008643e-05,0.098156275964627,500.0
2069,68,69,1,1,0.09676317903673692,0.10923140309082997,3.0122948123554132e-05,0.11516615485494294,500.0
2070,69,70,1,1,0.10882755409412999,0.10598405174704784,3.266144597711864e-05,0.10475280195333338,500.0
2071,0,71,1,1,0.09586040569015594,0.10697887110625837,3.258141494613885e-05,0.08818572875908655,500.0
2072,71,72,1,1,0.0969446703586444,0.09296281721896331,3.489840978304014e-05,0.09081585640528375,500.0
2073,72,73,1,1,0.09994782730997326,0.10278945032797449,3.099437223706548e-05,0.09524123840525796,500.0
2074,73,74,1,1,0.10644235466388492,0.09379695823805517,3.1903047499300645e-05,0.09427292585901448,500.0
2075,74,75,1,1,0.0919568896898807,0.10724383034843368,3.484168759288005e-05,0.09977918858509853,500.0
2076,75,76,1,1,0.1081311099844236,0.10548094665397278,3.076875766503954e-05,0.09478509843771496,500.0
2077,76,77,1,1,0.09814482342827616,0.09464468284341887,2.9491332235352625e-05,0.09829334778191398,500.0
2078,77,78,1,1,0.1045118872842116,0.09022854917250063,3.355355916356794e-05,0.08816763971826903,500.0
2079,78,79,1,1,0.09159044165173513,0.09179206068477212,3.2926278977918975e-05,0.09175025805263458,500.0
2080,79,80,1,1,0.09841078933360198,0.10114737582647836,3.412632868047658e-05,0.09750945552447535,500.0
2081,0,81,1,1,0.0954065581047743,0.09262965598582257,2.900041362915669e-05,0.10540513900155142,500.0
2082,81,82,1,1,0.09524236298479358,0.0991228113360096,3.2997793839534976e-05,0.1002381524229935,500.0
2083,82,83,1,1,0.09567037693164335,0.09759853911800243,2.9801132596792316e-05,0.11297532499025086,500.0
2084,83,84,1,1,0.09113696152866481,0.10393994483449975,3.360521861361826e-05,0.09997560317472873,500.0
2085,84,85,1,1,0.09518845128690712,0.09747626275865123,3.238866521656115e-05,0.09381284386856492,500.0
2086,85,86,1,1,0.09741705598435779,0.0939410856037128,3.157542323692758e-05,0.09162791032171207,500.0
2087,86,87,1,1,0.10599591769141237,0.09153912893973266,3.1950896899995426e-05,0.09577541315865509,500.0
2088,87,88,1,1,0.10155085897662752,0.10918866681666853,3.2757717577269806e-05,0.08814110429533113,500.0
2089,88,89,1,1,0.09860804879016123,0.10020033704636502,3.206130170280848e-05,0.10288343721112113,500.0
2090,89,90,1,1,0.09555192195463533,0.0925772113093264,3.114774075471813e-05,0.11152191732125388,500.0
2091,0,91,1,1,0.0937426178350169,0.10807967909856475,3.21098659580448e-05,0.09827720318165237,500.0
2092,91,92,1,1,0.1076408282045978,0.09917207923537173,3.325808411629726e-05,0.09377618909795683,500.0
2093,92,93,1,1,0.10808088785801917,0.10380050040382456,3.310182208574419e-05,0.09284752528523914,500.0
2094,93,94,1,1,0.1051355728547378,0.10272122110894284,3.0175906274567116e-05,0.0983231833133536,500.0
2095,94,95,1,1,0.10592782949034665,0.10918333206070446,3.156449211577155e-05,0.10267933881425935,500.0
2096,95,96,1,1,0.1071544528838711,0.09914446906707715,3.470771088417883e-05,0.09310102761194948,500.0
2097,96,97,1,1,0.10641534241402631,0.1081768743682548,3.383967563518903e-05,0.08765673191035363,500.0
2098,97,98,1,1,0.10257796878123403,0.09796868517239354,2.9047132808957172e-05,0.10791895750764396,500.0
2099,98,99,1,1,0.09517368133778817,0.10698076616857022,2.8859913594250615e-05,0.12041949905365007,500.0
2100,99,100,1,1,0.09710737696943861,0.09713413780805086,2.8751840233157217e-05,0.10373984803036602,500.0
2101,0,101,1,1,0.09802519001607218,0.10858582834605429,2.9282058098559944e-05,0.11838603048488508,500.0
2102,101,102,1,1,0.10738977061093265,0.09908324793815104,3.072773216637714e-05,0.09805339599882597,500.0
2103,102,103,1,1,0.1022892941295375,0.09066149182951011,2.8747241048498095e-05,0.10915025917129081,500.0
2104,103,104,1,1,0.09136148147949441,0.09503881976492187,3.0055843872383463e-05,0.10067844072572601,500.0
2105,104,105,1,1,0.09262110462430517,0.0902407244579531,2.938308562610616e-05,0.11089801047932973,500.0
2106,105,106,1,1,0.10948512425636102,0.1098069000312179,3.1252009007365415e-05,0.09498682099351048,500.0
2107,106,107,1,1,0.10277523514733061,0.09980610693097475,3.49466680284719e-05,0.08316566611666219,500.0
2108,107,108,1,1,0.10566468876627627,0.0957679699466299,3.0184808426125604e-05,0.10888101189110576,500.0
2109,108,109,1,1,0.09492126369981929,0.10331718235118377,3.1941178061192484e-05,0.09814204112729309,500.0
2110,109,110,1,1,0.10109375617322838,0.0957410303983926,3.314608404322311e-05,0.09439712568441688,500.0
2111,0,111,1,1,0.09721091120971787,0.10657313829111477,3.453641200589303e-05,0.0837978808842276,500.0
2112,111,112,1,1,0.09465253985659533,0.09697038738985127,3.383612750238013e-05,0.10320839179202601,500.0
2113,112,113,1,1,0.10937943409340706,0.10809896691099855,3.053582557613359e-05,0.11449904764832693,500.0
2114,113,114,1,1,0.09498840082112903,0.09211812309764465,3.470184210436558e-05,0.08683656955424583,500.0
2115,114,115,1,1,0.10379536530155503,0.09116712717961178,3.3299728360075704e-05,0.10288701035260313,500.0
2116,115,116,1,1,0.09544873790931926,0.09758113792154859,3.1030733266779326e-05,0.10768299791671812,500.0
2117,116,117,1,1,0.09475614485078078,0.09343706198095286,3.150816922768359e-05,0.09707385921884767,500.0
2118,117,118,1,1,0.10678378244517306,0.09475483652031279,3.1846200377208024e-05,0.10879967755308695,500.0
2119,118,119,1,1,0.10267995395489322,0.10734578810924932,3.463345054068943e-05,0.09651769254705171,500.0
2120,119,120,1,1,0.10399150120449503,0.10935931133208454,3.497844180001765e-05,0.09012487206975828,500.0
2121,0,121,1,1,0.09141739556368417,0.0958558806288104,2.9617809937081688e-05,0.10569887048345959,500.0
2122,121,122,1,1,0.09262578656946513,0.10208235608041766,3.108492155135665e-05,0.11049760340607698,500.0
2123,122,123,1,1,0.10935589343597006,0.10093769803338846,3.0397470941444716e-05,0.10664750946814654,500.0
2124,123,124,1,1,0.10793522316448821,0.09813466691671498,3.216252922490845e-05,0.09444930395517459,500.0
2125,124,125,1,1,0.09910888298900056,0.09803427070759198,3.022933899248279e-05,0.10542187239244209,500.0
